career_seq,career_major_name,career_major_category,updated_at,general_selection_subjects,career_selection_subjects,convergence_selection_subjects,source_text,source_url,collected_at
9,간호과,의약계열,2020-12-02,화학|생명과학|사회와 문화|현대사회와 윤리,윤리와 사상|인문학과 윤리|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|인공지능기초|데이터 과학|보건,융합과학 탐구|생명과학 실험,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 간호학과",https://www.career.go.kr/cloud/w/major/uView?seq=9,2026-06-02T12:17:28+00:00
12,건강관리과,예체능계열,2020-12-02,독서와 작문|문학|대수|미적분I|확률과 통계|영어 Ⅰ|영어 독해와 작문|사회와 문화|현대사회와 윤리|물리학|생명과학|화학|정보,경제|역학과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|데이터 과학,매체 의사소통|실생활 영어 회화|실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 스포츠과학과",https://www.career.go.kr/cloud/w/major/uView?seq=12,2026-06-02T12:17:28+00:00
11,건강관리학과,예체능계열,2020-12-02,독서와 작문|문학|대수|미적분I|확률과 통계|영어 Ⅰ|영어 독해와 작문|사회와 문화|현대사회와 윤리|물리학|생명과학|화학|정보,경제|역학과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|데이터 과학,매체 의사소통|실생활 영어 회화|실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 스포츠과학과",https://www.career.go.kr/cloud/w/major/uView?seq=11,2026-06-02T12:17:29+00:00
21002,건설공학교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|물리학|화학|생명과학|지구과학|기술|가정|정보|생태와 환경,주제 탐구 독서|기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|지구시스템과학,기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 과학교과교육과",https://www.career.go.kr/cloud/w/major/uView?seq=21002,2026-06-02T12:17:29+00:00
16,건설정보과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|인공지능 수학|영어 Ⅰ|영어Ⅱ|영어독해와 작문|물리학|정보,기하|미적분Ⅱ|인공지능 수학|전자기와 양자|역학과 에너지|로봇과 공학세계|인공지능 기초|데이터 과학,실용 통계|융합과학 탐구|사회문제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 정보통신공학과",https://www.career.go.kr/cloud/w/major/uView?seq=16,2026-06-02T12:17:30+00:00
17,건축공학과,공학계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|물리학|화학|지구과학|정보,기하|미적분Ⅱ|도시의 미래 탐구|역학과 에너지|물질과 에너지|화학 반응의 세계|지구시스템과학|한국지리탐구,융합과학 탐구|과학의 역사와 문화|기후변화와 환경생태|창의공학 설계|기후변화와 지속가능한 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 건축공학과",https://www.career.go.kr/cloud/w/major/uView?seq=17,2026-06-02T12:17:30+00:00
18,건축과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|세계시민과 지리|사회와 문화|세계사,기하|미적분Ⅱ|도시의 미래 탐구|역학과 에너지|물질과 에너지|화학 반응의 세계|지구시스템과학|한국지리탐구,융합 과학 탐구|과학의 역사와 문화|기후변화와 환경생태|창의공학 설계|기후변화와 지속가능한 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 건축학과",https://www.career.go.kr/cloud/w/major/uView?seq=18,2026-06-02T12:17:31+00:00
21003,건축설비과,공학계열,2020-12-02,대수|미적분Ⅰ|확률과 통계|물리학|화학|지구과학|정보,기하|미적분Ⅱ|도시의 미래 탐구|역학과 에너지|물질과 에너지|화학 반응의 세계|지구시스템과학|한국지리탐구,융합과학 탐구|과학의 역사와 문화|기후변화와 환경생태|창의공학 설계|기후변화와 지속가능한 세계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 건축공학과",https://www.career.go.kr/cloud/w/major/uView?seq=21003,2026-06-02T12:17:31+00:00
24,경영회계정보과,사회계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분I|확률과 통계|영어I|영어II|영어 독해와 작문|세계시민과 지리|세계사|사회와 문화|정보|제2외국어 과목,미적분II|기하|경제 수학|영어 발표와 토론|법과 사회|경제|윤리와 사상|국제 관계의 이해|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|실생활 영어 회화|세계 문화와 영어|사회문제 탐구|금융과 경제생활|제2외국어 문화 과목,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 세무·회계학과",https://www.career.go.kr/cloud/w/major/uView?seq=24,2026-06-02T12:17:31+00:00
26,경찰행정과,사회계열,2020-12-02,화법과 언어|독서와 작문|문학|확률과 통계|영어 I|영어프|영어독해와 작문|세계시민과 지리|사회와 문화|현대사회와 윤리|정보|제2외국어 과목|한문,주제 탐구 독서|영어 발표와 토론|정치|법과 사회|경제|윤리와 사상|국제 관계의 이해,독서 토론과 글쓰기|매체 의사소통|실용 통계|수학과제 탐구|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 행정학과",https://www.career.go.kr/cloud/w/major/uView?seq=26,2026-06-02T12:17:32+00:00
28,경호스포츠과,예체능계열,2020-12-02,독서와 작문|문학|대수|미적분I|확률과 통계|영어 Ⅰ|영어 독해와 작문|사회와 문화|현대사회와 윤리|물리학|생명과학|정보,경제|역학과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|데이터 과학,매체 의사소통|실생활 영어 회화|실용 통계,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 체육학과",https://www.career.go.kr/cloud/w/major/uView?seq=28,2026-06-02T12:17:32+00:00
29,고고학과,인문계열,2020-12-02,세계시민과 지리|세계사|사회와 문화|한문,한국지리 탐구|동아시아 역사 기행|정치|법과 사회|인문학과 윤리|한문 고전 일기|논리와 사고,역사로 탐구하는 현대 세계|사회문제 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 고고학과",https://www.career.go.kr/cloud/w/major/uView?seq=29,2026-06-02T12:17:33+00:00
30,고분자공학과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|로봇과 공학세계,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 화학공학과",https://www.career.go.kr/cloud/w/major/uView?seq=30,2026-06-02T12:17:33+00:00
21004,공간연출과,예체능계열,2020-12-02,화법과 언어|문학|연극,문학과 영상|연극과 몸|연극과 말|연기|무대 미술과 기술|연극제작 실습|연극 감상과 비평,매체 의사소통|연극과 삶|음악과 미디어|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 연극영화학과",https://www.career.go.kr/cloud/w/major/uView?seq=21004,2026-06-02T12:17:33+00:00
34,공업디자인학과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=34,2026-06-02T12:17:34+00:00
35,공업화학과,공학계열,2020-12-02,대수|미적분 Ⅰ|확률과 통계|물리학|화학|생명과학|정보,기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|로봇과 공학세계,융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 화학공학과",https://www.career.go.kr/cloud/w/major/uView?seq=35,2026-06-02T12:17:34+00:00
37,공연예술과,예체능계열,2020-12-02,화법과 언어|문학|연극,문학과 영상|연극과 몸|연극과 말|연기|무대 미술과 기술|연극제작 실습|연극 감상과 비평,매체 의사소통|연극과 삶|음악과 미디어|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 연극영화학과",https://www.career.go.kr/cloud/w/major/uView?seq=37,2026-06-02T12:17:35+00:00
38,공예과,예체능계열,2020-12-02,화법과 언어|독서와 작문|문학|영어 I|영어Ⅱ|영어 독해와 작문|세계사|미술,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 철학|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 공예과(조형학과)",https://www.career.go.kr/cloud/w/major/uView?seq=38,2026-06-02T12:17:35+00:00
39,공예디자인학과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=39,2026-06-02T12:17:36+00:00
41,공예학과,예체능계열,2020-12-02,화법과 언어|독서와 작문|문학|영어 I|영어Ⅱ|영어 독해와 작문|세계사|미술,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 철학|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 공예과(조형학과)",https://www.career.go.kr/cloud/w/major/uView?seq=41,2026-06-02T12:17:36+00:00
44,과학교육과,교육계열,2020-12-02,화법과 언어|독서와 작문|문학|대수|미적분Ⅰ|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해와 작문|물리학|화학|생명과학|지구과학|기술|가정|정보|생태와 환경,주제 탐구 독서|기하|미적분Ⅱ|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|지구시스템과학,기후변화와 환경생태|융합과학 탐구,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 과학교과교육과",https://www.career.go.kr/cloud/w/major/uView?seq=44,2026-06-02T12:17:36+00:00
48,관광통역과,인문계열,2020-12-02,영어I|영어II|영어 독해와 작문|제2외국어|한문|세계시민과 지리|세계사|사회와 문화,영어 발표와 토론|심화 영어|심화 영어 독해와 작문|국제 관계의 이해|제2외국어 회화|심화 제2외국어,언어생활 탐구|실생활 영어 회화|세계 문화와 영어|여행지리|제2외국어 문화,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 통번역학과",https://www.career.go.kr/cloud/w/major/uView?seq=48,2026-06-02T12:17:37+00:00
51,광고디자인과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=51,2026-06-02T12:17:37+00:00
10140,광고디자인학과,예체능계열,2020-12-02,독서와 작문|문학|대수|확률과 통계|영어Ⅰ|영어Ⅱ|영어 독해오작문|미술|정보,주제 탐구 독서|문학과 영상|미술 창작|미술 감상과 비평|인간과 심리,매체 의사소통|미디어 영어|세계 문화와 영어|여행지리|사회문제 탐구|미술과 매체,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 디자인과",https://www.career.go.kr/cloud/w/major/uView?seq=10140,2026-06-02T12:17:38+00:00
55,광학공학과,공학계열,2020-12-02,대수|확률과 통계|미적분 Ⅰ|물리학|화학|생명과학|지구과학|정보,기하|미적분Ⅱ|인공지능 수학|역학과 에너지|전자기와 양자|물질과 에너지|화학 반응의 세계|세포와 물질대사|생물의 유전|지구시스템과학|행성우주과학|로봇과 공학세계|생활과학 탐구|인공지능 기초|데이터 과학,실용 통계|수학과제 탐구|융합과학 탐구|사회문제 탐구|창의 공학 설계|소프트웨어와 생활,"출처 : 서울특별시교육청교육연구정보원, 2022 개정 교육과정 선택 과목 안내서, 융합학과",https://www.career.go.kr/cloud/w/major/uView?seq=55,2026-06-02T12:17:38+00:00
